employee_index,user_id,user_role,department,experience_level,task_type,AI_tool_used,hours_worked_per_week,time_saved_per_week,satisfaction_score,performance_improvement_pct,usage_frequency,country,remote_status
957,U0957,Developer,Tech,Junior,Code Review,ChatGPT,40.3,4.2,3,11.9,Weekly,Japan,Hybrid
958,U0958,Financial Analyst,Finance,Junior,Forecasting,ChatGPT,39.6,2.7,2,10.9,Weekly,USA,Remote
959,U0959,Developer,Tech,Senior,Code Review,Notion AI,41.7,8.0,5,13.4,Daily,India,Hybrid
960,U0960,Manager,Management,Mid,Report Writing,ChatGPT,41.1,9.2,4,17.7,Occasional,USA,Office
961,U0961,Financial Analyst,Finance,Mid,Forecasting,Copilot,42.8,6.9,3,19.4,Daily,USA,Hybrid
962,U0962,Developer,Tech,Junior,Coding Help,Copilot,30.0,5.4,2,17.1,Occasional,Japan,Remote
963,U0963,Developer,Tech,Mid,Coding Help,Notion AI,39.2,9.9,6,24.7,Daily,USA,Remote
964,U0964,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,47.1,7.5,4,20.1,Occasional,USA,Hybrid
965,U0965,Developer,Tech,Junior,Bug Fixing,Copilot,35.0,10.8,6,30.4,Occasional,India,Hybrid
966,U0966,Designer,Marketing,Junior,Image Generation,Gemini,48.5,4.7,4,8.5,Daily,USA,Remote
967,U0967,Developer,Tech,Senior,Documentation,ChatGPT,42.7,10.1,5,24.1,Daily,Japan,Remote
968,U0968,Data Analyst,Tech,Junior,Data Analysis,Gemini,39.9,9.3,7,27.8,Daily,India,Hybrid
969,U0969,Designer,Marketing,Mid,Ideation,Notion AI,42.5,9.2,4,23.6,Daily,Australia,Hybrid
970,U0970,Financial Analyst,Finance,Mid,Forecasting,ChatGPT,43.6,5.4,2,13.7,Weekly,USA,Hybrid
971,U0971,HR Specialist,HR,Mid,Email Drafting,ChatGPT,40.6,7.2,3,13.9,Daily,Germany,Hybrid
972,U0972,Developer,Tech,Senior,Code Review,Notion AI,46.0,14.3,8,36.1,Daily,USA,Hybrid
973,U0973,Data Analyst,Tech,Mid,Data Analysis,Gemini,41.3,7.4,5,16.8,Daily,Japan,Remote
974,U0974,Data Analyst,Tech,Mid,Report Writing,Gemini,44.2,10.8,7,30.3,Occasional,India,Office
975,U0975,Developer,Tech,Mid,Bug Fixing,ChatGPT,45.7,7.3,3,20.0,Daily,USA,Remote
976,U0976,Manager,Management,Junior,Scheduling,Gemini,41.3,7.5,6,15.7,Daily,USA,Hybrid
977,U0977,Manager,Management,Mid,Strategy,Notion AI,48.8,7.1,4,18.2,Daily,USA,Remote
978,U0978,HR Specialist,HR,Junior,Policy Q&A,Notion AI,43.6,4.7,3,11.5,Weekly,UK,Hybrid
979,U0979,Developer,Tech,Mid,Bug Fixing,Copilot,34.8,7.7,5,20.4,Weekly,India,Remote
980,U0980,Manager,Management,Junior,Strategy,Copilot,46.7,8.8,4,24.7,Weekly,USA,Remote
981,U0981,Data Analyst,Tech,Senior,Visualization,Notion AI,39.0,8.7,5,19.7,Daily,Germany,Remote
982,U0982,Developer,Tech,Senior,Code Review,Copilot,50.6,15.3,8,36.7,Daily,USA,Hybrid
983,U0983,Developer,Tech,Senior,Coding Help,Other,34.8,8.7,4,20.2,Daily,USA,Hybrid
984,U0984,Designer,Marketing,Mid,Copywriting,Notion AI,44.8,7.7,4,19.4,Daily,India,Hybrid
985,U0985,Data Analyst,Tech,Junior,Query Generation,Other,39.9,11.3,6,27.3,Weekly,USA,Hybrid
986,U0986,Designer,Marketing,Junior,Image Generation,ChatGPT,41.2,8.7,5,19.5,Daily,USA,Remote
987,U0987,Marketing Specialist,Marketing,Junior,Ideation,Gemini,48.9,8.1,6,21.3,Daily,USA,Hybrid
988,U0988,Financial Analyst,Finance,Mid,Report Writing,Gemini,39.9,13.1,8,36.0,Daily,India,Hybrid
989,U0989,Designer,Marketing,Junior,Copywriting,Gemini,45.7,5.8,4,13.5,Daily,India,Office
990,U0990,Manager,Management,Junior,Scheduling,ChatGPT,48.0,6.6,4,17.7,Daily,India,Remote
991,U0991,Financial Analyst,Finance,Mid,Email Drafting,Gemini,41.1,9.7,5,25.6,Weekly,Japan,Office
992,U0992,Designer,Marketing,Junior,Image Generation,Notion AI,37.1,9.5,5,19.3,Weekly,USA,Office
993,U0993,Financial Analyst,Finance,Senior,Data Analysis,Gemini,48.5,5.2,4,15.6,Occasional,USA,Remote
994,U0994,Developer,Tech,Mid,Documentation,Notion AI,44.8,3.9,3,10.4,Weekly,India,Remote
995,U0995,Marketing Specialist,Marketing,Junior,Market Research,Notion AI,48.3,5.4,3,12.9,Occasional,USA,Hybrid
996,U0996,HR Specialist,HR,Junior,Job Description Writing,ChatGPT,38.4,7.1,4,17.7,Daily,USA,Office
997,U0997,Manager,Management,Senior,Email Drafting,Notion AI,42.1,8.6,6,18.4,Weekly,Canada,Hybrid
998,U0998,Developer,Tech,Mid,Bug Fixing,Copilot,46.0,14.0,8,30.2,Occasional,USA,Remote
999,U0999,Developer,Tech,Junior,Documentation,Gemini,38.8,6.0,4,16.6,Weekly,USA,Hybrid
1000,U1000,Data Analyst,Tech,Senior,Report Writing,Copilot,41.0,11.7,6,30.2,Daily,USA,Remote
